;$FILEVERSION=1.1
;$STARTTIME=45561.8333557639
;
;   C:\Users\LISA\AppData\Local\Temp\PLIN-ViewPro\Traces\2024-09-26 20-00-01Z\Untitled.ltrc
;
;   Start time: 2024-09-26 20:00:01.938
;   
;   Direction description:
;   ~~~~~~~~~~~~~~~~~~
;     Pub   = Publisher Frame
;     Sub   = Subscriber Frame
;     SubAL = Subscriber Auto Length Frame
;   
;   Checksum Type description:
;   ~~~~~~~~~~~~~~~~~~
;     CL = Classic
;     EH = Enhanced
;     AU = Auto
;   
;   Error Code description:
;   ~~~~~~~~~~~~~~~~~~
;     CK = Checksum Error
;     GS = GroundShort Error
;     P0 = IdParityBit0 Error
;     P1 = IdParityBit1 Error
;     IS = InconsistentSynch Error
;     SR = SlaveNOtResponding Error
;     SD = SlotDelay Error
;     TO = Timeout Error
;     VS = VBatShort Error
;   
;   Columns decription:
;   ~~~~~~~~~~~~~~~~~~~~
;   +Frame Number
;   |           +Timestamp (microseconds)
;   |           |           +Direction
;   |           |           |    +Frame-ID (hex)
;   |           |           |    |   +Frame Length
;   |           |           |    |   |   +Data bytes (hex)
  1157)         30840502  SubAL  00  2  09 FF                    76  EH 
  1158)         30850511  SubAL  08  5  08 03 01 08 08           DB  EH 
  1159)         30910608  SubAL  03  2  07 FF                    F5  EH 
  1160)         30920601  SubAL  08  5  07 03 01 02 07           E3  EH 
  1161)         30980600  SubAL  00  2  09 FF                    76  EH 
  1162)         30990612  SubAL  01  2  00 FF                    3E  EH 
  1163)         31000602  SubAL  02  2  00 FF                    BD  EH 
  1164)         31010609  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1165)         31070609  SubAL  01  2  00 FF                    3E  EH 
  1166)         31080603  SubAL  02  2  00 FF                    BD  EH 
  1167)         31090615  SubAL  03  2  00 FF                    FC  EH 
  1168)         31100608  SubAL  08  5  01 03 01 01 01           F0  EH 
  1169)         31160607  SubAL  00  2  09 FF                    76  EH 
  1170)         31170612  SubAL  08  5  08 03 01 08 08           DB  EH 
  1171)         31230613  SubAL  03  2  07 FF                    F5  EH 
  1172)         31240606  SubAL  08  5  07 03 01 02 07           E3  EH 
  1173)         31300606  SubAL  00  2  09 FF                    76  EH 
  1174)         31310614  SubAL  01  2  00 FF                    3E  EH 
  1175)         31320607  SubAL  02  2  00 FF                    BD  EH 
  1176)         31330622  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1177)         31390619  SubAL  01  2  00 FF                    3E  EH 
  1178)         31400608  SubAL  02  2  00 FF                    BD  EH 
  1179)         31410616  SubAL  03  2  00 FF                    FC  EH 
  1180)         31420613  SubAL  08  5  01 03 01 01 01           F0  EH 
  1181)         31480609  SubAL  00  2  09 FF                    76  EH 
  1182)         31490621  SubAL  08  5  08 03 01 08 08           DB  EH 
  1183)         31550619  SubAL  03  2  00 FF                    FC  EH 
  1184)         31560615  SubAL  08  5  07 03 01 02 07           E3  EH 
  1185)         31620611  SubAL  00  2  09 FF                    76  EH 
  1186)         31630619  SubAL  01  2  00 FF                    3E  EH 
  1187)         31640620  SubAL  02  2  00 FF                    BD  EH 
  1188)         31650620  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1189)         31710620  SubAL  01  2  00 FF                    3E  EH 
  1190)         31720614  SubAL  02  2  00 FF                    BD  EH 
  1191)         31730622  SubAL  03  2  00 FF                    FC  EH 
  1192)         31740619  SubAL  08  5  01 03 01 01 01           F0  EH 
  1193)         31800614  SubAL  00  2  09 FF                    76  EH 
  1194)         31810623  SubAL  08  5  08 03 01 08 08           DB  EH 
  1195)         31870624  SubAL  03  2  00 FF                    FC  EH 
  1196)         31880617  SubAL  08  5  07 03 01 02 07           E3  EH 
  1197)         31940322  SubAL  00  2  09 FF                    76  EH 
  1198)         31950330  SubAL  01  2  00 FF                    3E  EH 
  1199)         31960327  SubAL  02  2  00 FF                    BD  EH 
  1200)         31970332  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1201)         32030332  SubAL  01  2  00 FF                    3E  EH 
  1202)         32040341  SubAL  02  2  00 FF                    BD  EH 
  1203)         32050333  SubAL  03  2  00 FF                    FC  EH 
  1204)         32060334  SubAL  08  5  01 03 01 01 01           F0  EH 
  1205)         32120325  SubAL  00  2  09 FF                    76  EH 
  1206)         32130334  SubAL  08  5  08 03 01 08 08           DB  EH 
  1207)         32190339  SubAL  03  2  00 FF                    FC  EH 
  1208)         32200328  SubAL  08  5  07 03 01 02 07           E3  EH 
  1209)         32260332  SubAL  00  2  09 FF                    76  EH 
  1210)         32270336  SubAL  01  2  00 FF                    3E  EH 
  1211)         32280329  SubAL  02  2  00 FF                    BD  EH 
  1212)         32290341  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1213)         32350337  SubAL  01  2  00 FF                    3E  EH 
  1214)         32360334  SubAL  02  2  00 FF                    BD  EH 
  1215)         32370339  SubAL  03  2  00 FF                    FC  EH 
  1216)         32380335  SubAL  08  5  01 03 01 01 01           F0  EH 
  1217)         32440331  SubAL  00  2  09 FF                    76  EH 
  1218)         32450340  SubAL  08  5  08 03 01 08 08           DB  EH 
  1219)         32510341  SubAL  03  2  00 FF                    FC  EH 
  1220)         32520334  SubAL  08  5  07 03 01 02 07           E3  EH 
  1221)         32580333  SubAL  00  2  09 FF                    76  EH 
  1222)         32590345  SubAL  01  2  00 FF                    3E  EH 
  1223)         32600335  SubAL  02  2  00 FF                    BD  EH 
  1224)         32610342  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1225)         32670342  SubAL  01  2  00 FF                    3E  EH 
  1226)         32680336  SubAL  02  2  00 FF                    BD  EH 
  1227)         32690348  SubAL  03  2  00 FF                    FC  EH 
  1228)         32700341  SubAL  08  5  01 03 01 01 01           F0  EH 
  1229)         32760340  SubAL  00  2  09 FF                    76  EH 
  1230)         32770345  SubAL  08  5  08 03 01 08 08           DB  EH 
  1231)         32830346  SubAL  03  2  00 FF                    FC  EH 
  1232)         32840339  SubAL  08  5  07 03 01 02 07           E3  EH 
  1233)         32900339  SubAL  00  2  09 FF                    76  EH 
  1234)         32910232  SubAL  01  2  00 FF                    3E  EH 
  1235)         32920225  SubAL  02  2  00 FF                    BD  EH 
  1236)         32930233  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1237)         32990237  SubAL  01  2  00 FF                    3E  EH 
  1238)         33000226  SubAL  02  2  00 FF                    BD  EH 
  1239)         33010234  SubAL  03  2  00 FF                    FC  EH 
  1240)         33020231  SubAL  08  5  01 03 01 01 01           F0  EH 
  1241)         33080227  SubAL  00  2  09 FF                    76  EH 
  1242)         33090239  SubAL  08  5  08 03 01 08 08           DB  EH 
  1243)         33150237  SubAL  03  2  00 FF                    FC  EH 
  1244)         33160233  SubAL  08  5  07 03 01 02 07           E3  EH 
  1245)         33220229  SubAL  00  2  09 FF                    76  EH 
  1246)         33230237  SubAL  01  2  00 FF                    3E  EH 
  1247)         33240230  SubAL  02  2  00 FF                    BD  EH 
  1248)         33250238  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1249)         33310238  SubAL  01  2  00 FF                    3E  EH 
  1250)         33320232  SubAL  02  2  00 FF                    BD  EH 
  1251)         33330240  SubAL  03  2  00 FF                    FC  EH 
  1252)         33340237  SubAL  08  5  01 03 01 01 01           F0  EH 
  1253)         33400232  SubAL  00  2  09 FF                    76  EH 
  1254)         33410241  SubAL  08  5  08 03 01 08 08           DB  EH 
  1255)         33470242  SubAL  03  2  07 FF                    F5  EH 
  1256)         33480277  SubAL  08  5  07 03 01 02 07           E3  EH 
  1257)         33540234  SubAL  00  2  09 FF                    76  EH 
  1258)         33550242  SubAL  01  2  00 FF                    3E  EH 
  1259)         33560240  SubAL  02  2  00 FF                    BD  EH 
  1260)         33570244  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1261)         33630244  SubAL  01  2  00 FF                    3E  EH 
  1262)         33640245  SubAL  02  2  00 FF                    BD  EH 
  1263)         33650245  SubAL  03  2  00 FF                    FC  EH 
  1264)         33660288  SubAL  08  5  01 03 01 01 01           F0  EH 
  1265)         33720237  SubAL  00  2  09 FF                    76  EH 
  1266)         33730246  SubAL  08  5  08 03 01 08 08           DB  EH 
  1267)         33790251  SubAL  03  2  09 FF                    F3  EH 
  1268)         33800283  SubAL  08  5  07 03 01 02 07           E3  EH 
  1269)         33860286  SubAL  00  2  09 FF                    76  EH 
  1270)         33870248  SubAL  01  2  00 FF                    3E  EH 
  1271)         33880284  SubAL  02  2  00 FF                    BD  EH 
  1272)         33890253  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1273)         33950435  SubAL  01  2  00 FF                    3E  EH 
  1274)         33960475  SubAL  02  2  00 FF                    BD  EH 
  1275)         33970437  SubAL  03  2  09 FF                    F3  EH 
  1276)         33980476  SubAL  08  5  01 03 01 01 01           F0  EH 
  1277)         34040471  SubAL  00  2  09 FF                    76  EH 
  1278)         34050438  SubAL  08  5  08 03 01 08 08           DB  EH 
  1279)         34110439  SubAL  03  2  03 FF                    F9  EH 
  1280)         34120432  SubAL  08  5  07 03 01 02 07           E3  EH 
  1281)         34180474  SubAL  00  2  09 FF                    76  EH 
  1282)         34190443  SubAL  01  2  00 FF                    3E  EH 
  1283)         34200475  SubAL  02  2  00 FF                    BD  EH 
  1284)         34210440  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1285)         34270441  SubAL  01  2  00 FF                    3E  EH 
  1286)         34280477  SubAL  02  2  00 FF                    BD  EH 
  1287)         34290446  SubAL  03  2  00 FF                    FC  EH 
  1288)         34300481  SubAL  08  5  01 03 01 01 01           F0  EH 
  1289)         34360481  SubAL  00  2  09 FF                    76  EH 
  1290)         34370443  SubAL  08  5  08 03 01 08 08           DB  EH 
  1291)         34430444  SubAL  03  2  07 FF                    F5  EH 
  1292)         34440480  SubAL  08  5  07 03 01 02 07           E3  EH 
  1293)         34500479  SubAL  00  2  09 FF                    76  EH 
  1294)         34510445  SubAL  01  2  00 FF                    3E  EH 
  1295)         34520438  SubAL  02  2  00 FF                    BD  EH 
  1296)         34530446  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1297)         34590450  SubAL  01  2  00 FF                    3E  EH 
  1298)         34600482  SubAL  02  2  00 FF                    BD  EH 
  1299)         34610447  SubAL  03  2  00 FF                    FC  EH 
  1300)         34620444  SubAL  08  5  01 03 01 01 01           F0  EH 
  1301)         34680482  SubAL  00  2  09 FF                    76  EH 
  1302)         34690452  SubAL  08  5  08 03 01 08 08           DB  EH 
  1303)         34750450  SubAL  03  2  07 FF                    F5  EH 
  1304)         34760489  SubAL  08  5  07 03 01 02 07           E3  EH 
  1305)         34820442  SubAL  00  2  09 FF                    76  EH 
  1306)         34830450  SubAL  01  2  00 FF                    3E  EH 
  1307)         34840486  SubAL  02  2  00 FF                    BD  EH 
  1308)         34850451  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1309)         34910525  SubAL  01  2  00 FF                    3E  EH 
  1310)         34920519  SubAL  02  2  00 FF                    BD  EH 
  1311)         34930527  SubAL  03  2  00 FF                    FC  EH 
  1312)         34940566  SubAL  08  5  01 03 01 01 01           F0  EH 
  1313)         35000562  SubAL  00  2  09 FF                    76  EH 
  1314)         35010528  SubAL  08  5  08 03 01 08 08           DB  EH 
  1315)         35070529  SubAL  03  2  00 FF                    FC  EH 
  1316)         35080580  SubAL  08  5  07 03 01 02 07           E3  EH 
  1317)         35140564  SubAL  00  2  09 FF                    76  EH 
  1318)         35150529  SubAL  01  2  00 FF                    3E  EH 
  1319)         35160527  SubAL  02  2  00 FF                    BD  EH 
  1320)         35170531  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1321)         35230531  SubAL  01  2  00 FF                    3E  EH 
  1322)         35240567  SubAL  02  2  00 FF                    BD  EH 
  1323)         35250532  SubAL  03  2  00 FF                    FC  EH 
  1324)         35260554  SubAL  08  5  01 03 01 01 01           F0  EH 
  1325)         35320524  SubAL  00  2  09 FF                    76  EH 
  1326)         35330533  SubAL  08  5  08 03 01 08 08           DB  EH 
  1327)         35390538  SubAL  03  2  00 FF                    FC  EH 
  1328)         35400570  SubAL  08  5  07 03 01 02 07           E3  EH 
  1329)         35460534  SubAL  00  2  09 FF                    76  EH 
  1330)         35470535  SubAL  01  2  00 FF                    3E  EH 
  1331)         35480548  SubAL  02  2  00 FF                    BD  EH 
  1332)         35490540  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1333)         35550536  SubAL  01  2  00 FF                    3E  EH 
  1334)         35560559  SubAL  02  2  00 FF                    BD  EH 
  1335)         35570538  SubAL  03  2  00 FF                    FC  EH 
  1336)         35580533  SubAL  08  5  01 03 01 01 01           F0  EH 
  1337)         35640580  SubAL  00  2  09 FF                    76  EH 
  1338)         35650539  SubAL  08  5  08 03 01 08 08           DB  EH 
  1339)         35710540  SubAL  03  2  00 FF                    FC  EH 
  1340)         35720533  SubAL  08  5  07 03 01 02 07           E3  EH 
  1341)         35780564  SubAL  00  2  09 FF                    76  EH 
  1342)         35790544  SubAL  01  2  00 FF                    3E  EH 
  1343)         35800534  SubAL  02  2  00 FF                    BD  EH 
  1344)         35810542  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1345)         35870542  SubAL  01  2  00 FF                    3E  EH 
  1346)         35880585  SubAL  02  2  00 FF                    BD  EH 
  1347)         35890547  SubAL  03  2  00 FF                    FC  EH 
  1348)         35900575  SubAL  08  5  01 03 01 01 01           F0  EH 
  1349)         35960228  SubAL  00  2  09 FF                    76  EH 
  1350)         35970229  SubAL  08  5  08 03 01 08 08           DB  EH 
